Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-18,Murder,Solved,Southwark,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-18,Murder,Solved,Southwark,White
1,13 to19,Male,Shooting,Not Domestic Abuse,May-18,Murder,Unsolved,Southwark,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-18,Murder,Solved,Southwark,Black
1,13 to19,Female,Knife or Sharp Implement,Domestic Abuse,Jul-18,Murder,Solved,Southwark,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Jul-18,Murder,Solved,Southwark,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-18,Murder,Solved,Southwark,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-18,Murder,Solved,Southwark,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-18,Murder,Solved,Southwark,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Nov-18,Murder,Solved,Southwark,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-18,Murder,Solved,Lewisham,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Aug-18,Murder,Unsolved,Lewisham,Black
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-18,Murder,Solved,Lewisham,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-18,Murder,Solved,Lewisham,Black
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,May-18,Murder,Solved,Bromley,White
1,65 and over,Female,Blunt Implement,Domestic Abuse,Aug-18,Murder,Solved,Bromley,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-18,Murder,Solved,Bromley,Black
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Jan-18,Murder,Solved,Redbridge,Asian
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Feb-18,Murder,Solved,Greenwich,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-18,Murder,Unsolved,Greenwich,Black
1,13 to19,Female,"Physical Assault, no weapon",Domestic Abuse,Apr-18,Murder,Solved,Greenwich,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,Apr-18,Murder,Solved,Greenwich,Black
1,55 to 64,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-18,Murder,Solved,Greenwich,Asian
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Jul-18,Murder,Solved,Greenwich,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-18,Murder,Solved,Greenwich,Black
1,45 to 54,Female,Other Methods of Killing,Not Domestic Abuse,Sep-18,Murder,Solved,Greenwich,Black
1,13 to19,Male,Shooting,Not Domestic Abuse,Oct-18,Murder,Unsolved,Greenwich,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-18,Murder,Solved,Greenwich,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-18,Murder,Solved,Greenwich,White
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,Feb-18,Murder,Solved,Croydon,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-18,Murder,Solved,Croydon,Black
1,55 to 64,Male,Not known/Not Recorded,Not Domestic Abuse,Sep-18,Manslaughter,Unsolved,Croydon,Asian
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Apr-18,Corporate Manslaughter,Unsolved,Bexley,Black
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,Apr-18,Murder,Solved,Tower Hamlets,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,Aug-18,Manslaughter,Solved,Tower Hamlets,White
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,Oct-18,Murder,Solved,Tower Hamlets,Asian
1,45 to 54,Female,"Physical Assault, no weapon",Not Domestic Abuse,Dec-18,Murder,Solved,Tower Hamlets,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Jan-18,Murder,Solved,Redbridge,White
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Feb-18,Murder,Solved,Redbridge,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-18,Murder,Solved,Redbridge,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Nov-18,Murder,Solved,Redbridge,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-18,Murder,Solved,Hackney,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-18,Murder,Unsolved,Hackney,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-18,Murder,Solved,Hackney,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,Mar-18,Murder,Unsolved,Hackney,Black
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Apr-18,Murder,Unsolved,Hackney,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-18,Murder,Solved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-18,Murder,Unsolved,Hackney,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-18,Murder,Solved,Hackney,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-18,Murder,Solved,Waltham Forest,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Mar-18,Murder,Solved,Waltham Forest,White
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,Mar-18,Murder,Solved,Waltham Forest,Black
1,13 to19,Male,Shooting,Not Domestic Abuse,Apr-18,Murder,Unsolved,Waltham Forest,Asian
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,Jul-18,Murder,Unsolved,Waltham Forest,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-18,Murder,Solved,Waltham Forest,White
1,13 to19,Male,Shooting,Not Domestic Abuse,Sep-18,Murder,Solved,Waltham Forest,Unrecorded / Unknown
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-18,Murder,Solved,Barking & Dagenham,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-18,Murder,Solved,Barking & Dagenham,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-18,Murder,Solved,Barking & Dagenham,Black
1,45 to 54,Female,"Physical Assault, no weapon",Domestic Abuse,Aug-18,Murder,Solved,Barking & Dagenham,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Oct-18,Murder,Solved,Barking & Dagenham,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Mar-18,Murder,Solved,Enfield,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-18,Murder,Unsolved,Enfield,White
1,13 to19,Male,Blunt Implement,Not Domestic Abuse,Aug-18,Murder,Solved,Enfield,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,Dec-18,Murder,Unsolved,Enfield,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-18,Murder,Solved,Newham,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-18,Murder,Solved,Newham,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-18,Murder,Unsolved,Newham,Other
1,65 and over,Male,"Physical Assault, no weapon",Domestic Abuse,Sep-18,Murder,Solved,Newham,Asian
1,65 and over,Female,Blunt Implement,Not Domestic Abuse,May-18,Murder,Solved,Havering,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-18,Murder,Solved,Havering,Black
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,Sep-18,Manslaughter,Solved,Havering,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-18,Murder,Solved,Kensington & Chelsea,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,May-18,Murder,Solved,Kensington & Chelsea,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-18,Murder,Solved,Hammersmith & Fulham,Black
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,Mar-18,Murder,Solved,Hammersmith & Fulham,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Feb-18,Murder,Solved,Westminster,Other
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,Oct-18,Manslaughter,Solved,Westminster,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Wandsworth,Black
1,45 to 54,Female,"Physical Assault, no weapon",Not Domestic Abuse,Mar-19,Murder,Solved,Wandsworth,White
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-19,Murder,Solved,Wandsworth,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Jun-19,Murder,Solved,Wandsworth,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Wandsworth,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-19,Murder,Solved,Wandsworth,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Aug-19,Murder,Solved,Wandsworth,Black
1,35 to 44,Male,Shooting,Not Domestic Abuse,Dec-19,Murder,Solved,Wandsworth,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,Jul-19,Murder,Solved,Kingston Upon Thames,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Dec-19,Murder,Solved,Kingston Upon Thames,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Unsolved,Hounslow,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Hounslow,Asian
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jun-19,Murder,Unsolved,Hounslow,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Hounslow,Black
1,25 to 34,Female,"Physical Assault, no weapon",Not Domestic Abuse,Mar-19,Murder,Solved,Richmond Upon Thames,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Jul-19,Murder,Solved,Richmond Upon Thames,Asian
1,55 to 64,Male,Knife or Sharp Implement,Domestic Abuse,Jul-19,Murder,Solved,Richmond Upon Thames,Asian
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Jul-19,Murder,Unsolved,Hillingdon,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Hillingdon,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,Mar-19,Murder,Solved,Lambeth,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Lambeth,Black
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-19,Murder,Unsolved,Lambeth,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Lambeth,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Lambeth,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Lambeth,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,Apr-19,Murder,Solved,Brent,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Brent,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-19,Murder,Solved,Brent,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-19,Murder,Solved,Brent,Black
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Oct-19,Murder,Unsolved,Brent,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-19,Murder,Solved,Brent,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Brent,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Harrow,Asian
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,Nov-19,Infanticide,Unsolved,Harrow,White
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Feb-19,Murder,Solved,Camden,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Camden,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Unsolved,Camden,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-19,Murder,Solved,Camden,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Camden,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,Sep-19,Murder,Unsolved,Camden,Black
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Camden,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Unsolved,Camden,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Mar-19,Murder,Solved,Barnet,White
1,65 and over,Male,Other Methods of Killing,Domestic Abuse,Apr-19,Murder,Unsolved,Barnet,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Barnet,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Barnet,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Barnet,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-19,Murder,Unsolved,Ealing ,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Jun-19,Manslaughter,Solved,Kensington & Chelsea,White
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Ealing ,White
1,55 to 64,Female,Blunt Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Ealing ,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Ealing ,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Ealing ,Unrecorded / Unknown
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Ealing ,Other
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Unsolved,Ealing ,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-19,Murder,Unsolved,Islington,White
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-19,Murder,Solved,Islington,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,Jul-19,Murder,Solved,Islington,White
1,55 to 64,Female,Other Methods of Killing,Not Domestic Abuse,Oct-19,Murder,Solved,Islington,Black
1,13 to19,Male,Shooting,Not Domestic Abuse,Feb-19,Murder,Solved,Haringey,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Haringey,White
1,65 and over,Female,Blunt Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Haringey,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Haringey,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,Sep-19,Murder,Solved,Haringey,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Haringey,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jan-19,Murder,Solved,Southwark,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Southwark,Black
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,Apr-19,Murder,Unsolved,Southwark,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Southwark,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Southwark,Black
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,Jul-19,Murder,Solved,Southwark,Unrecorded / Unknown
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Solved,Southwark,Black
1,35 to 44,Female,Other Methods of Killing,Domestic Abuse,Oct-19,Murder,Unsolved,Southwark,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Lewisham,Unrecorded / Unknown
1,55 to 64,Female,Not known/Not Recorded,Not Domestic Abuse,Jun-19,Murder,Unsolved,Lewisham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Lewisham,Black
1,55 to 64,Female,Blunt Implement,Not Domestic Abuse,Jul-19,Murder,Solved,Bromley,White
1,13 to19,Male,Shooting,Not Domestic Abuse,Jun-19,Murder,Unsolved,Greenwich,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-19,Murder,Solved,Greenwich,Black
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Unsolved,Greenwich,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,Oct-19,Murder,Solved,Greenwich,White
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,Mar-19,Murder,Solved,Croydon,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jun-19,Murder,Solved,Croydon,Black
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-19,Murder,Solved,Croydon,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-19,Murder,Unsolved,Croydon,Black
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,Oct-19,Murder,Solved,Croydon,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Croydon,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Croydon,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Solved,Bexley,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Dec-19,Murder,Unsolved,Bexley,White
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-19,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jan-19,Murder,Solved,Tower Hamlets,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Tower Hamlets,White
1,35 to 44,Female,Blunt Implement,Domestic Abuse,Apr-19,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Tower Hamlets,White
1,35 to 44,Male,Shooting,Not Domestic Abuse,Nov-19,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Tower Hamlets,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Redbridge,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Unsolved,Redbridge,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Jun-19,Murder,Solved,Redbridge,White
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,Sep-19,Murder,Solved,Redbridge,Asian
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Redbridge,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Redbridge,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Redbridge,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Hackney,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Hackney,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Hackney,Black
1,35 to 44,Female,Blunt Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Hackney,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-19,Murder,Solved,Waltham Forest,Black
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,Feb-19,Murder,Unsolved,Waltham Forest,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Waltham Forest,White
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Apr-19,Murder,Solved,Waltham Forest,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,May-19,Murder,Solved,Waltham Forest,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-19,Murder,Solved,Waltham Forest,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Waltham Forest,White
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Dec-19,Murder,Solved,Barking & Dagenham,White
1,65 and over,Male,Not known/Not Recorded,Not Domestic Abuse,May-19,Murder,Unsolved,Enfield,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-19,Murder,Unsolved,Enfield,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Enfield,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Sep-19,Murder,Solved,Enfield,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Solved,Enfield,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Unsolved,Newham,Asian
1,35 to 44,Female,Blunt Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Newham,Asian
1,25 to 34,Female,Blunt Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Unsolved,Newham,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,May-19,Murder,Solved,Newham,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Newham,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Newham,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Newham,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Solved,Newham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Newham,Black
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-19,Murder,Unsolved,Havering,Black
1,13 to19,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Havering,White
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-19,Manslaughter,Unsolved,Havering,White
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Unsolved,Redbridge,White
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,Dec-19,Murder,Unsolved,Havering,White
1,65 and over,Female,Not known/Not Recorded,Not Domestic Abuse,Mar-19,Murder,Solved,Kensington & Chelsea,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,May-19,Murder,Solved,Kensington & Chelsea,White
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,May-19,Murder,Solved,Kensington & Chelsea,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Kensington & Chelsea,Other
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Hammersmith & Fulham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Hammersmith & Fulham,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Hammersmith & Fulham,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Jun-19,Murder,Solved,Hammersmith & Fulham,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Hammersmith & Fulham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-19,Murder,Solved,Westminster,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Westminster,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Westminster,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Westminster,Other
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-20,Murder,Solved,Wandsworth,White
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-20,Manslaughter,Solved,Wandsworth,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-20,Murder,Solved,Wandsworth,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-20,Murder,Solved,Kingston Upon Thames,Unrecorded / Unknown
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-20,Murder,Solved,Merton,Black
1,45 to 54,Female,"Physical Assault, no weapon",Domestic Abuse,Oct-20,Murder,Solved,Kingston Upon Thames,White
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Hounslow,Unrecorded / Unknown
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Hounslow,Asian
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Oct-20,Murder,Unsolved,Hounslow,Asian
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-20,Murder,Unsolved,Hounslow,Asian
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,Dec-20,Murder,Unsolved,Hounslow,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-20,Murder,Solved,Richmond Upon Thames,White
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,Aug-20,Murder,Unsolved,Richmond Upon Thames,White
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-20,Murder,Solved,Hillingdon,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Apr-20,Murder,Solved,Hillingdon,Asian
1,20 to 24,Male,Shooting,Not Domestic Abuse,Oct-20,Murder,Solved,Hillingdon,Black
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,Apr-20,Murder,Solved,Lambeth,White
